OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148387,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490497,,,Enterococcus,,6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151189,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490644,,,Enterococcus,,143,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_152587,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490802,,,Fecal Coliform,,18,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148661,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490639,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151221,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490548,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148411,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490518,,,Enterococcus,,48,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158047,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490438,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:12.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151203,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490799,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_155093,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490669,,,Total Coliform,,75,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157917,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490683,,,Total Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_151143,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490404,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157917,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490682,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060504_148493,Sample-Routine,Water,Surface Water,2006-05-04,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490575,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148389,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490500,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147317,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490762,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148415,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490525,,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158141,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490694,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148125,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490353,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_158397,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490567,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148203,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490380,,,Fecal Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_152511,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490643,,,Total Coliform,,36,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148175,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490366,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151189,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490645,,,Fecal Coliform,,85,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_155127,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490671,,,Total Coliform,,201,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158439,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490466,,,Total Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158703,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490483,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148599,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490613,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158483,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490715,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148423,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490530,,,Enterococcus,,6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151187,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490540,,,Fecal Coliform,,110,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_157841,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490423,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:12.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158109,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490692,,,Total Coliform,,158,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060512_147493,Sample-Routine,Water,Surface Water,2006-05-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490819,,,Enterococcus,,8,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147331,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490766,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148595,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490606,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157843,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490675,,,Enterococcus,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148395,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490511,,,Total Coliform,,80,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060512_147493,Sample-Routine,Water,Surface Water,2006-05-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490820,,,Fecal Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148383,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490493,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148589,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490596,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148387,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490498,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151175,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490536,,,Enterococcus,,41,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
